Activity,time,seconds_elapsed,z,y,x
Classroom,1.78E+18,300.1202268,0.093586922,0.112350941,-0.049944401
Classroom,1.78E+18,302.2126377,0.076860905,0.115943432,-0.055758238
Classroom,1.78E+18,304.3048855,0.109530449,0.060038567,0.008605957
Classroom,1.78E+18,306.3972859,0.090698719,0.116504669,-0.040057898
Classroom,1.78E+18,308.4895032,0.075675964,0.12044239,-0.051646709
Classroom,1.78E+18,310.5817815,0.086095333,0.127086163,-0.05155015
Classroom,1.78E+18,312.6737546,0.084824085,0.113890648,-0.048474789
Classroom,1.78E+18,314.7659353,0.100222111,0.112380505,-0.039031982
Classroom,1.78E+18,316.8578486,0.090423107,0.124368191,-0.04893446
Classroom,1.78E+18,318.9499446,0.099097252,0.125164986,-0.050254822
Classroom,1.78E+18,321.0421626,0.080194473,0.109674931,-0.048594713
Classroom,1.78E+18,323.1343503,0.089828491,0.124665737,-0.047635555
Classroom,1.78E+18,325.2262632,0.088867188,0.109274387,-0.036644936
Classroom,1.78E+18,327.3182375,0.092033863,0.12121582,-0.042640209
Classroom,1.78E+18,329.410364,0.081650734,0.1183424,-0.0507586
Classroom,1.78E+18,331.5027041,0.098561287,0.108314514,-0.041992664
Classroom,1.78E+18,333.5953191,0.081190109,0.13397646,-0.052649021
Classroom,1.78E+18,335.6876255,0.088759422,0.120437145,-0.094928741
Classroom,1.78E+18,337.7797515,0.104340553,0.087341785,-0.00653863
Classroom,1.78E+18,339.8719995,0.105793476,0.105766296,-0.048995495
Classroom,1.78E+18,341.9643391,0.081587791,0.125480175,-0.05140233
Classroom,1.78E+18,344.0561599,0.088578701,0.114612103,-0.041939259
Classroom,1.78E+18,346.1480417,0.079772949,0.119690418,-0.046297073
Classroom,1.78E+18,348.2401067,0.086317539,0.107080936,-0.044944763
Classroom,1.78E+18,350.3322327,0.09434557,0.117286205,-0.041422844
Classroom,1.78E+18,352.4242976,0.089987755,0.121323109,-0.040092945
Classroom,1.78E+18,354.5167288,0.087447643,0.119365692,-0.041025162
Classroom,1.78E+18,356.6091599,0.094767094,0.121213436,-0.042092085
Classroom,1.78E+18,358.7015269,0.090511799,0.118126392,-0.056986094
Classroom,1.78E+18,360.7940183,0.098920822,0.117935658,-0.06023407
Classroom,1.78E+18,362.8863269,0.077218533,0.126666069,-0.053120852
Classroom,1.78E+18,364.9788794,0.093343735,0.12134409,-0.058680058
Classroom,1.78E+18,367.0706689,0.089044571,0.102739811,-0.034831047
Classroom,1.78E+18,369.162468,0.090260983,0.12130022,-0.050374985
Classroom,1.78E+18,371.2543496,0.066530228,0.129263401,-0.046876669
Classroom,1.78E+18,373.345926,0.085710049,0.120909214,-0.04891777
Classroom,1.78E+18,375.437655,0.112093449,0.116719723,-0.046527386
Classroom,1.78E+18,377.5295061,0.063456535,0.133303642,-0.059626102
Classroom,1.78E+18,379.6214897,0.088860989,0.130634785,-0.049403906
Classroom,1.78E+18,381.7133408,0.086678505,0.131563663,-0.051921606
Classroom,1.78E+18,383.8054976,0.092654705,0.133060455,-0.059946775
Classroom,1.78E+18,385.8978677,0.099349976,0.136126995,-0.047186613
